platform,key,zh,en,status,finding_id,notes
mobile,profileEdit.descriptionLabel,描述,Description,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.editActivity,编辑活动,Edit Activity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.editAward,编辑奖项,Edit Award,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.editEducation,编辑教育经历,Edit Education,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.editScore,编辑成绩,Edit Score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.endDate,结束日期,End Date,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterActivityName,请输入活动名称,Enter activity name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterAwardName,请输入奖项名称,Enter award name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterDegree,如：高中、本科,"e.g. High School, Bachelor's",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterDescription,请输入描述,Enter a description,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterMajor,请输入专业或研究方向,Enter major or field of study,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterOrganization,请输入组织机构名称,Enter organization name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterRole,请输入你的角色,Enter your role,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterSchoolName,请输入学校名称,Enter school name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterScore,请输入分数,Enter your score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.enterValidScore,请输入有效的分数,Please enter a valid score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.gpaScaleLabel,GPA 满分,GPA Scale,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.hoursPerWeek,小时/周,hrs/week,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.majorLabel,专业 / 方向,Major / Field,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.noActivitiesDesc,添加课外活动经历,Add your extracurricular activities,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.noAwardsDesc,添加你的荣誉与奖项,Add your awards and honors,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.noEducationDesc,添加你的教育背景,Add your education history,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.noScoresDesc,添加标化成绩，完善你的申请档案,Add your test scores to strengthen your profile,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.organization,组织机构,Organization,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.present,至今,Present,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.saveFailed,保存失败,Failed to save,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.saveSuccess,保存成功,Saved successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.schoolNameLabel,学校名称,School Name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.scoreLabel,分数,Score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.selectAwardLevel,请选择奖项级别,Select award level,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.selectSubject,选择科目,Select subject,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.selectTestType,请选择考试类型,Select test type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.startDate,开始日期,Start Date,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.listening,听力,Listening,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.math,数学,Math,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.reading,阅读,Reading,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.readingEBRW,阅读 / EBRW,Reading / EBRW,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.speaking,口语,Speaking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScore.writing,写作,Writing,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subScoresLabel,子分数,Sub-scores,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.subjectLabel,科目,Subject,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.testDateLabel,考试日期（可选）,Test Date (optional),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.testTypeLabel,考试类型,Test Type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,profileEdit.weeksPerYear,周/年,weeks/year,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.acceptanceHint,录取率越低 = 分数越高,Lower acceptance rate = Higher score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.acceptanceRate,录取率,Acceptance Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.avgSalary,毕业薪资,Avg Salary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.emptyDesc,调整权重参数后点击预览,Adjust weight parameters and click preview,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.emptyTitle,点击预览排名查看结果,Click Preview to see results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.myRankings,我的榜单,My Rankings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.preview,预览排名,Preview Rankings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.salaryHint,薪资越高 = 分数越高,Higher salary = Higher score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.saveRanking,保存榜单,Save Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.score,分,pts,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.shareRanking,分享榜单,Share Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.subtitle,调整权重参数，生成个性化院校排名,Adjust weight parameters to generate personalized school rankings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.title,自定义榜单,Custom Rankings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.toast.enterName,请输入排名名称,Please enter a ranking name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.toast.saveFailed,保存失败,Save failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.toast.saved,排名已保存,Ranking saved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.totalWeight,总计: {total}%,Total: {total}%,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.tuition,学费,Tuition,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.tuitionHint,学费越低 = 分数越高,Lower tuition = Higher score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.usnewsHint,排名越高权重越大,Higher rank = Higher score,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.usnewsRank,US News 排名,US News Rank,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,ranking.weights,权重设置,Weight Settings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.acceptRate,学校整体录取率,school-wide acceptance rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.analysis,分析,Analysis,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.availablePoints,可用积分,Available Points,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.budget,预算,Budget,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.budgetOptions.high,高 ($50k-$70k),High ($50k-$70k),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.budgetOptions.low,低 (<$30k),Low (<$30k),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.budgetOptions.medium,中 ($30k-$50k),Medium ($30k-$50k),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.budgetOptions.unlimited,不限,Unlimited,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.cannotGenerate,无法生成,Cannot generate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.concerns,注意事项,Potential concerns,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.disclaimer,推荐分层用于选校策略，不是学校官方评级。,These tiers help plan your school list. They are not official school ratings.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.fitScore,背景匹配度,Profile Fit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generate,生成推荐,Generate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generateAgain,重新生成,Generate Again,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generateButton,生成推荐方案,Generate Recommendations,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generateFailed,生成失败,Generation failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generateSuccess,推荐方案已生成！,Recommendations generated!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generating,生成中...,Generating...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generatingSteps.analyzing,正在分析你的档案...,Analyzing your profile...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generatingSteps.finalizing,正在完善推荐方案...,Finalizing recommendations...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generatingSteps.matching,正在匹配学校...,Matching with schools...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.generatingSteps.scoring,正在计算匹配度...,Calculating fit scores...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.history,历史记录,History,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.insufficientPoints,积分不足,Insufficient points,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.majors,偏好专业,Preferred Majors,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.match,匹配,Match,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.missingFields,缺少: {fields},Missing: {fields},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.noHistory,暂无记录,No History,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.noHistoryDesc,生成你的第一份推荐方案,Generate your first recommendation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.pointCost,消耗: 25 积分,Cost: 25 points,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.preferences,偏好设置,Preferences,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.probability,个人预估机会,Estimated Personal Chance,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.profileComplete,档案完整,Profile Complete,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.profileIncomplete,档案不完整,Profile Incomplete,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.profileStatus,档案状态,Profile Status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.reach,冲刺,Reach,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.reasons,推荐理由,Why this school,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.regions,偏好地区,Preferred Regions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.results,推荐结果,Results,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.safety,保底,Safety,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.schoolCount,学校数量,Number of Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.schools,{count} 所学校,{count} schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.strategyDisclaimer,以下分层用于制定选校策略，不是学校官方评级。,These tiers help plan your school list. They are not official school ratings.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.strengths,优势,Strengths,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.summary,总结,Summary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.tierMatch,匹配选择,Match Choice,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.tierReach,冲刺选择,Reach Choice,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.tierSafety,保底选择,Safety Choice,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.tips,提升建议,Improvement Tips,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.title,AI 选校推荐,AI Recommendation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.viewDetails,查看详情,View Details,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.visitWebsite,访问官网,Visit official website,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,recommendation.weaknesses,待提升,Areas to Improve,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,referral.copied,推荐码已复制到剪贴板！,Code copied to clipboard!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,referral.copy,复制推荐码,Copy Code,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,referral.description,邀请好友获取奖励,Invite friends and earn rewards,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,referral.title,推荐有礼,Referral,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,referral.yourCode,你的推荐码,Your Referral Code,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,resume.description,创建和管理你的简历,Create and manage your resumes,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,resume.empty.description,创建你的第一份简历开始吧,Create your first resume to get started,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,resume.empty.title,还没有简历,No Resumes Yet,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,resume.title,简历构建器,Resume Builder,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.acceptanceRate,录取率,Acceptance Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.admissions,录取数据,Admissions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.avgSalary,毕业平均薪资,Avg Graduate Salary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.dataSource,来源：{{source}},Source: {{source}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.deadlines,申请截止日期,Deadlines,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.essayPrompts,文书题目,Essay Prompts,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.location,位置,Location,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.overview,学校概况,Overview,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.qsRank,QS排名,QS Rank,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.rankings,排名信息,Rankings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.relatedCases,相关案例,Related Cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.requirements,申请要求,Requirements,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.students,学生人数,Total Students,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.tuition,学费/年,Tuition/Year,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.type,类型,Type,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.updatedAt,更新于 {{date}},Updated {{date}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.usnewsRank,US News排名,US News Rank,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.detail.website,官网,Website,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.filters.acceptanceRate,录取率,Acceptance Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.filters.country,国家,Country,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.filters.ranking,排名,Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.filters.tuition,学费,Tuition,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.noResults,没有找到匹配的学校,No schools found,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.search,搜索学校,Search Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.searchPlaceholder,输入学校名称搜索,Enter school name to search,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.sort.acceptanceRate,按录取率,By Acceptance Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.sort.name,按名称,By Name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.sort.ranking,按排名,By Ranking,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.sort.tuition,按学费,By Tuition,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,schools.title,学校列表,Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.description,使用面容 ID 或指纹解锁应用,Use Face ID or fingerprint to unlock the app,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.fallbackLabel,使用密码,Use passcode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.lockButton,认证,Authenticate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.lockSubtitle,请验证您的身份以继续,Please verify your identity to continue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.lockTitle,需要认证,Authentication Required,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.promptMessage,验证身份以继续,Authenticate to continue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.title,生物识别,Biometric Authentication,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.biometric.unavailable,此设备不支持生物识别认证,Biometric authentication is not available on this device,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.confirm,确认新密码,Confirm New Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.current,当前密码,Current Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.mismatch,两次密码不一致,Passwords do not match,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.new,新密码,New Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.requirements,至少8位，包含大写字母和数字,"Min 8 characters, include uppercase and number",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.strength.fair,一般,Fair,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.strength.good,良好,Good,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.strength.strong,强,Strong,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.strength.weak,弱,Weak,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.submit,更新密码,Update Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.success,密码修改成功,Password updated successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.changePassword.title,修改密码,Change Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.button,删除我的账号,Delete My Account,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.cancel,取消,Cancel,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.confirm,确认删除,Delete Account,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.confirmMessage,输入密码以确认,Enter your password to confirm,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.confirmTitle,确认删除账号,Confirm Account Deletion,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.password,密码,Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.title,删除账号,Delete Account,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.deleteAccount.warning,此操作不可撤销。你的所有数据将被永久删除。,This action is permanent and cannot be undone. All your data will be deleted.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.sessions.description,你当前已在此设备上登录,You are currently signed in on this device,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.sessions.signOutAll,登出所有设备,Sign Out of All Devices,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.sessions.title,活跃会话,Active Sessions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,security.title,安全设置,Security,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.about,关于,About,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.account,账号设置,Account Settings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.accountSecurity,账号安全,Account Security,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.biometricDisabled,生物识别登录已关闭,Biometric login disabled,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.biometricEnabled,生物识别登录已开启,Biometric login enabled,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.biometricFailed,生物识别验证失败,Biometric verification failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.biometricVerify,验证您的身份,Verify your identity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.biometrics,生物识别登录,Biometric Login,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.changePassword,修改密码,Change Password,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.clearCache,清除缓存,Clear Cache,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.contactSupport,联系客服,Contact Support,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.darkMode,深色模式,Dark Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.deleteAccount,注销账号,Delete Account,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.deleteAccountConfirm,此操作不可逆，确定要删除账号吗？所有数据将被永久删除。,This action is irreversible. Are you sure you want to delete your account? All data will be permanently deleted.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.deleteAccountSuccess,账号已成功删除,Account deleted successfully,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.emailDigest,邮件摘要,Email Digest,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.enterPasswordToDelete,输入密码以确认删除,Enter your password to confirm,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.exportAllData,导出所有数据,Export All Data,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.faq,常见问题,FAQ,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.featureInDev,功能开发中,Feature in Development,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.feedback,意见反馈,Feedback,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.freeVersion,免费版,Free,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.helpCenter,帮助中心,Help Center,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.language,语言,Language,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.languageEn,English,English,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.languageZh,简体中文,简体中文,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.lightMode,浅色模式,Light Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.loginDevices,登录设备,Login Devices,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.logoutConfirm,确定要退出登录吗？,Are you sure you want to logout?,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.notification,通知设置,Notifications,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.personalInfo,个人信息,Personal Info,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.privacy,隐私设置,Privacy Settings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.privacyPolicy,隐私政策,Privacy Policy,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.pushNotification,推送通知,Push Notifications,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.rateApp,给应用评分,Rate App,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.about,关于,About,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.account,账户,Account,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.accountActions,账号操作,Account Actions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.help,帮助,Help,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.notifications,通知,Notifications,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.preferences,偏好设置,Preferences,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.security,安全,Security,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.sections.support,支持,Support,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.subscription,会员订阅,Subscription,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.systemMode,跟随系统,System Default,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.termsOfService,用户协议,Terms of Service,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.thankYou,感谢支持,Thank You,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.thankYouReview,感谢您的好评！,Thank you for your review!,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.theme,主题,Theme,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.title,设置,Settings,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,settings.version,版本,Version,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.active,生效中,Active,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.billing.empty,暂无账单记录,No billing history,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.billing.status.FAILED,支付失败,Failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.billing.status.PENDING,待支付,Pending,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
